                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 5.3628,                 15.519,                 3.6929,                0.13258,                0.01506,                0.01618,                0.01018,                 3.0473,                 14.086,                 2.4891,               0.095005,                  5e-06,                  5e-06
                      2,                 3.3797,                 9.7945,                  2.721,                0.10643,                0.08995,                0.00614,                 0.0029,                 3.0177,                 31.061,                 2.6087,               0.089011,             1.0891e-05,             1.0891e-05
                      3,                 2.3489,                 6.9856,                 2.1695,                0.21127,                0.01212,                0.00529,                0.00321,                 2.9244,                 52.657,                  2.484,               0.083017,             1.6663e-05,             1.6663e-05
                      4,                 1.9869,                 5.3812,                 2.0863,                0.11974,                0.07363,                 0.0074,                0.00439,                 2.4632,                 24.998,                 2.3009,               0.077022,             2.2317e-05,             2.2317e-05
                      5,                 2.0156,                 5.4201,                 2.0817,                0.72005,                0.02727,                0.02126,                0.01419,                 2.3138,                 15.898,                 2.2396,               0.071028,             2.7852e-05,             2.7852e-05
                      6,                 2.1456,                  4.683,                 2.0735,                 0.8486,                0.04242,                0.05976,                0.04303,                 2.2008,                 8.1481,                 2.2111,               0.065033,             3.3267e-05,             3.3267e-05
                      7,                 2.0348,                 3.8696,                 1.9951,                0.32617,                0.20855,                0.11121,                0.08496,                 2.2028,                  6.002,                 2.2299,               0.059039,             3.8565e-05,             3.8565e-05
                      8,                  2.042,                 4.3726,                 2.0463,                0.31893,                0.28503,                0.16668,                 0.1245,                 2.2241,                  5.437,                 2.1772,               0.053044,             4.3743e-05,             4.3743e-05
                      9,                 1.9438,                 3.6075,                 1.9411,                 0.4053,                0.28142,                0.22396,                0.16762,                 2.1894,                 5.1975,                 2.1465,               0.047049,             4.8802e-05,             4.8802e-05
                     10,                 2.0325,                 3.3478,                  1.962,                0.51361,                0.26188,                0.28807,                0.22868,                 1.9795,                 4.8581,                 2.0891,               0.041054,             5.3743e-05,             5.3743e-05
                     11,                 1.8996,                 3.2039,                 1.8908,                0.42056,                0.29606,                0.32385,                0.26902,                 1.8611,                 4.3393,                 2.0353,               0.035059,             5.8565e-05,             5.8565e-05
                     12,                 1.7927,                 3.1689,                 1.9221,                0.48264,                0.35477,                0.36041,                0.29939,                 1.8004,                 3.6606,                  2.001,               0.029063,             6.3268e-05,             6.3268e-05
                     13,                 1.9886,                 3.2669,                  1.956,                0.51646,                0.39027,                0.41166,                0.34231,                 1.7498,                 3.2031,                 1.9664,               0.023068,             6.7852e-05,             6.7852e-05
                     14,                 1.5274,                 3.1836,                 1.9238,                0.50698,                0.40415,                0.44944,                0.37202,                 1.7752,                 3.0372,                 1.9531,               0.017072,             7.2318e-05,             7.2318e-05
                     15,                 1.8953,                 2.9279,                 1.8934,                0.50319,                0.42112,                0.46808,                0.38373,                 1.7922,                 3.0545,                  1.959,               0.011077,             7.6665e-05,             7.6665e-05
                     16,                 1.8305,                 3.9033,                 2.0758,                0.54146,                0.43942,                0.49144,                0.40647,                  1.767,                 2.9934,                 1.9545,              0.0050809,             8.0893e-05,             8.0893e-05
                     17,                 1.5834,                 2.5101,                 1.8557,                0.54887,                0.45385,                0.50642,                0.42256,                 1.7239,                 2.8957,                 1.9421,              8.416e-05,              8.416e-05,              8.416e-05
                     18,                 1.5928,                 2.3088,                 1.8652,                0.58872,                0.52003,                0.53899,                0.45606,                 1.6218,                  2.462,                 1.9016,              8.317e-05,              8.317e-05,              8.317e-05
                     19,                 1.6042,                 2.4592,                 1.8628,                0.60736,                  0.521,                0.54928,                 0.4673,                  1.602,                 2.2803,                 1.8846,              8.218e-05,              8.218e-05,              8.218e-05
                     20,                 1.4975,                 2.1467,                 1.8133,                0.63496,                0.53024,                0.58046,                0.48742,                 1.5595,                 2.0665,                  1.864,              8.119e-05,              8.119e-05,              8.119e-05
                     21,                 1.5518,                 2.1071,                 1.7979,                0.59304,                0.59718,                0.59587,                0.50002,                  1.554,                 2.0169,                 1.8616,               8.02e-05,               8.02e-05,               8.02e-05
                     22,                 1.7863,                 2.3797,                 1.9153,                0.74264,                 0.5397,                 0.6139,                0.51157,                 1.5504,                 1.9443,                 1.8572,              7.921e-05,              7.921e-05,              7.921e-05
                     23,                 1.4761,                 2.0557,                 1.7958,                0.73309,                 0.5823,                0.62152,                0.51665,                 1.5331,                 1.9528,                 1.8365,              7.822e-05,              7.822e-05,              7.822e-05
                     24,                 1.5451,                 2.2477,                 1.8326,                0.74067,                0.59608,                0.63147,                0.52352,                 1.5196,                 1.9251,                 1.8237,              7.723e-05,              7.723e-05,              7.723e-05
                     25,                 1.5279,                 2.1033,                 1.8255,                0.72228,                0.59729,                0.63854,                0.53126,                 1.5127,                 1.8767,                  1.819,              7.624e-05,              7.624e-05,              7.624e-05
                     26,                 1.4255,                 1.9656,                 1.8861,                0.73465,                0.60148,                0.64924,                0.54207,                 1.5055,                 1.7329,                 1.8032,              7.525e-05,              7.525e-05,              7.525e-05
                     27,                 1.6655,                  2.209,                 1.8901,                0.75711,                0.61316,                0.66087,                0.55312,                 1.4982,                  1.681,                 1.7973,              7.426e-05,              7.426e-05,              7.426e-05
                     28,                 1.4029,                 1.9305,                 1.8183,                0.83761,                0.59382,                0.67478,                 0.5646,                 1.5037,                  1.656,                 1.7975,              7.327e-05,              7.327e-05,              7.327e-05
                     29,                 1.4392,                 1.7352,                 1.7983,                0.84805,                0.58789,                 0.6897,                0.57148,                 1.5143,                 1.6583,                 1.8037,              7.228e-05,              7.228e-05,              7.228e-05
                     30,                 1.5479,                 1.9277,                 1.8363,                0.84772,                0.60576,                0.69929,                0.57636,                   1.54,                 1.6545,                 1.8166,              7.129e-05,              7.129e-05,              7.129e-05
                     31,                 1.3775,                 1.6765,                 1.7879,                0.83236,                0.60677,                0.69744,                0.57716,                 1.5461,                 1.6534,                 1.8173,               7.03e-05,               7.03e-05,               7.03e-05
                     32,                 1.3922,                 1.6858,                 1.7742,                0.79213,                0.59317,                0.69359,                0.58273,                 1.5371,                 1.6622,                  1.818,              6.931e-05,              6.931e-05,              6.931e-05
                     33,                 1.5277,                 1.7228,                 1.7682,                0.77303,                0.60597,                0.68348,                0.57586,                  1.521,                 1.6384,                 1.8102,              6.832e-05,              6.832e-05,              6.832e-05
                     34,                 1.4816,                 2.5825,                 1.8527,                0.78116,                0.57392,                0.68389,                0.57869,                 1.4973,                 1.5966,                 1.8038,              6.733e-05,              6.733e-05,              6.733e-05
                     35,                 1.5752,                 1.7143,                 1.8122,                0.74946,                0.60747,                0.68758,                0.58578,                 1.4712,                  1.576,                 1.8008,              6.634e-05,              6.634e-05,              6.634e-05
                     36,                 1.5144,                 1.7312,                 1.8384,                0.81351,                0.61802,                0.70781,                0.60248,                 1.4535,                 1.5274,                 1.7933,              6.535e-05,              6.535e-05,              6.535e-05
                     37,                 1.3762,                 2.2824,                 1.7955,                0.82011,                0.61026,                0.71404,                0.60655,                 1.4491,                 1.5253,                 1.7908,              6.436e-05,              6.436e-05,              6.436e-05
                     38,                 1.3292,                 2.2188,                 1.7949,                0.90243,                 0.5924,                0.72523,                0.61321,                 1.4725,                 1.4982,                 1.7963,              6.337e-05,              6.337e-05,              6.337e-05
                     39,                 1.4797,                 1.6297,                 1.7542,                0.89315,                 0.5977,                0.72455,                0.61333,                  1.471,                 1.4903,                 1.7934,              6.238e-05,              6.238e-05,              6.238e-05
                     40,                 1.4236,                 1.4987,                 1.7311,                0.81502,                0.64701,                 0.7338,                0.62186,                 1.4674,                 1.4363,                 1.7949,              6.139e-05,              6.139e-05,              6.139e-05
                     41,                 1.4168,                 1.6724,                 1.7566,                0.82225,                0.65534,                0.75935,                0.64534,                 1.4577,                 1.4019,                 1.7873,               6.04e-05,               6.04e-05,               6.04e-05
                     42,                 1.4519,                 1.6016,                  1.803,                0.67493,                0.72804,                 0.7678,                0.65479,                 1.4385,                 1.3642,                 1.7808,              5.941e-05,              5.941e-05,              5.941e-05
                     43,                 1.3577,                 1.3884,                 1.7518,                0.70489,                0.75497,                 0.7765,                0.66286,                 1.4371,                 1.3599,                 1.7822,              5.842e-05,              5.842e-05,              5.842e-05
                     44,                 1.4095,                 1.4215,                 1.7717,                0.73418,                0.76485,                0.78155,                0.66602,                 1.4497,                 1.3704,                 1.7878,              5.743e-05,              5.743e-05,              5.743e-05
                     45,                 1.5594,                 1.6237,                 1.7927,                 0.7485,                0.75663,                0.78523,                0.66695,                  1.448,                 1.3602,                 1.7883,              5.644e-05,              5.644e-05,              5.644e-05
                     46,                 1.4312,                 1.4812,                 1.7523,                0.79938,                0.74509,                0.79543,                0.67875,                 1.4485,                 1.3254,                 1.7889,              5.545e-05,              5.545e-05,              5.545e-05
                     47,                 1.5918,                 1.6824,                  1.752,                0.78967,                0.75162,                  0.799,                 0.6831,                 1.4412,                  1.314,                  1.787,              5.446e-05,              5.446e-05,              5.446e-05
                     48,                 1.3787,                 1.6004,                  1.807,                0.78997,                0.72199,                0.79956,                0.68471,                 1.4204,                 1.2831,                 1.7831,              5.347e-05,              5.347e-05,              5.347e-05
                     49,                 1.3996,                 1.4381,                   1.78,                0.74982,                 0.7744,                 0.8094,                0.69037,                 1.4066,                 1.2947,                 1.7781,              5.248e-05,              5.248e-05,              5.248e-05
                     50,                 1.3631,                 1.6199,                 1.7987,                0.74431,                 0.7917,                0.81137,                0.69034,                 1.4183,                 1.2653,                 1.7752,              5.149e-05,              5.149e-05,              5.149e-05
                     51,                 1.3195,                 1.4637,                 1.7724,                0.75763,                0.78473,                0.80316,                0.68581,                 1.4159,                  1.264,                 1.7719,               5.05e-05,               5.05e-05,               5.05e-05
                     52,                 1.4186,                 1.5061,                 1.7626,                0.78631,                0.74629,                0.80282,                0.68601,                 1.4128,                 1.2666,                 1.7677,              4.951e-05,              4.951e-05,              4.951e-05
                     53,                  1.335,                 1.4474,                 1.8025,                0.78709,                 0.7409,                0.80909,                 0.6908,                 1.4081,                 1.2689,                 1.7647,              4.852e-05,              4.852e-05,              4.852e-05
                     54,                 1.2857,                 1.2918,                 1.7367,                0.78784,                0.74653,                0.80561,                0.69296,                 1.3914,                 1.2831,                 1.7642,              4.753e-05,              4.753e-05,              4.753e-05
                     55,                 1.2742,                 1.3138,                 1.7377,                0.84517,                0.71241,                0.80636,                0.69517,                  1.383,                 1.2885,                 1.7648,              4.654e-05,              4.654e-05,              4.654e-05
                     56,                 1.3072,                 1.3613,                  1.754,                0.83874,                0.71083,                0.80168,                 0.6863,                 1.3754,                 1.3111,                 1.7641,              4.555e-05,              4.555e-05,              4.555e-05
                     57,                 1.2992,                 1.3244,                 1.7532,                0.81768,                0.73263,                0.80134,                0.68184,                 1.3764,                  1.311,                 1.7645,              4.456e-05,              4.456e-05,              4.456e-05
                     58,                 1.2817,                 1.3379,                 1.7355,                0.83066,                0.74694,                0.80829,                0.68953,                 1.3685,                 1.2804,                 1.7661,              4.357e-05,              4.357e-05,              4.357e-05
                     59,                 1.3846,                 1.3836,                 1.7488,                0.83474,                0.74696,                0.80878,                0.69389,                 1.3601,                   1.27,                 1.7648,              4.258e-05,              4.258e-05,              4.258e-05
                     60,                 1.3488,                 1.2754,                 1.7498,                0.82916,                0.74375,                0.80944,                0.69259,                 1.3529,                 1.2535,                 1.7636,              4.159e-05,              4.159e-05,              4.159e-05
                     61,                  1.366,                 1.2802,                 1.7321,                0.83698,                0.74723,                0.81074,                0.69041,                 1.3746,                 1.2319,                 1.7682,               4.06e-05,               4.06e-05,               4.06e-05
                     62,                 1.2803,                 1.2684,                 1.7174,                0.87268,                0.74007,                0.81824,                0.69436,                 1.3971,                 1.2304,                 1.7705,              3.961e-05,              3.961e-05,              3.961e-05
                     63,                   1.33,                 1.2604,                 1.7263,                0.87398,                0.75299,                0.82051,                0.69534,                 1.3877,                 1.2188,                 1.7696,              3.862e-05,              3.862e-05,              3.862e-05
                     64,                 1.4293,                  1.276,                 1.7303,                0.89007,                0.75934,                0.82114,                0.69849,                 1.3633,                 1.2274,                 1.7704,              3.763e-05,              3.763e-05,              3.763e-05
                     65,                 1.2689,                  1.159,                 1.7035,                0.85421,                0.76677,                0.82151,                0.69921,                 1.3567,                 1.2164,                 1.7689,              3.664e-05,              3.664e-05,              3.664e-05
                     66,                  1.434,                 1.3494,                 1.8028,                0.82136,                0.77578,                0.82083,                0.69881,                 1.3498,                 1.2368,                 1.7698,              3.565e-05,              3.565e-05,              3.565e-05
                     67,                 1.3336,                  1.248,                  1.744,                0.83329,                0.77257,                0.81942,                0.70237,                  1.351,                 1.2186,                  1.769,              3.466e-05,              3.466e-05,              3.466e-05
                     68,                 1.2826,                  1.271,                 1.7266,                0.84137,                0.76964,                0.81593,                0.69741,                 1.3721,                 1.2294,                 1.7706,              3.367e-05,              3.367e-05,              3.367e-05
                     69,                 1.3665,                 1.3349,                 1.8065,                0.85496,                0.76785,                0.81684,                0.69983,                 1.3808,                 1.2482,                 1.7734,              3.268e-05,              3.268e-05,              3.268e-05
                     70,                 1.3082,                 1.4591,                 1.8172,                  0.893,                0.75287,                0.81539,                 0.6973,                 1.4004,                 1.2554,                  1.776,              3.169e-05,              3.169e-05,              3.169e-05
                     71,                 1.2524,                 1.2483,                  1.789,                0.84106,                0.76699,                0.81248,                0.69582,                 1.3975,                 1.2514,                 1.7747,               3.07e-05,               3.07e-05,               3.07e-05
                     72,                 1.1869,                 1.1226,                 1.7108,                0.84195,                0.76539,                0.81072,                0.69542,                 1.3898,                 1.2556,                 1.7712,              2.971e-05,              2.971e-05,              2.971e-05
                     73,                 1.3835,                 1.2368,                 1.7492,                0.84399,                0.77012,                0.81703,                0.69642,                 1.3821,                 1.2514,                 1.7687,              2.872e-05,              2.872e-05,              2.872e-05
                     74,                 1.3133,                 1.1231,                 1.7095,                0.87037,                0.76626,                0.82345,                0.70117,                 1.3703,                  1.199,                 1.7598,              2.773e-05,              2.773e-05,              2.773e-05
                     75,                 1.3746,                 1.1307,                 1.7494,                0.87919,                0.77073,                0.82644,                0.71067,                 1.3549,                 1.1778,                 1.7566,              2.674e-05,              2.674e-05,              2.674e-05
                     76,                 1.2652,                 1.0939,                 1.7309,                0.85883,                0.78996,                0.82935,                0.70702,                 1.3372,                   1.15,                 1.7502,              2.575e-05,              2.575e-05,              2.575e-05
                     77,                 1.2405,                 1.2528,                 1.7675,                0.85895,                0.78629,                0.83045,                0.71299,                 1.3336,                  1.135,                 1.7485,              2.476e-05,              2.476e-05,              2.476e-05
                     78,                  1.254,                 1.1425,                 1.6965,                0.91571,                0.75534,                 0.8343,                0.71712,                 1.3275,                 1.1175,                 1.7409,              2.377e-05,              2.377e-05,              2.377e-05
                     79,                  1.262,                  1.189,                 1.7555,                0.90932,                0.76177,                0.83566,                0.71453,                 1.3287,                 1.1178,                 1.7411,              2.278e-05,              2.278e-05,              2.278e-05
                     80,                 1.2251,                 1.1934,                 1.7385,                0.89664,                0.76609,                0.83501,                0.70983,                   1.34,                 1.1245,                 1.7452,              2.179e-05,              2.179e-05,              2.179e-05
                     81,                 1.3549,                 1.2003,                 1.7251,                0.88236,                0.76773,                0.83788,                 0.7141,                 1.3519,                 1.1117,                 1.7448,               2.08e-05,               2.08e-05,               2.08e-05
                     82,                 1.2228,                 1.1435,                 1.7513,                0.87925,                0.77775,                 0.8357,                0.71367,                 1.3557,                 1.1115,                 1.7456,              1.981e-05,              1.981e-05,              1.981e-05
                     83,                 1.2413,                 1.1241,                 1.7304,                0.87424,                0.78088,                0.83569,                0.71549,                 1.3578,                  1.112,                 1.7468,              1.882e-05,              1.882e-05,              1.882e-05
                     84,                 1.2726,                 1.1905,                 1.7195,                0.86337,                0.77791,                0.83252,                0.70871,                 1.3583,                 1.1129,                 1.7492,              1.783e-05,              1.783e-05,              1.783e-05
                     85,                 1.2579,                  1.095,                 1.7245,                0.85199,                0.79816,                0.83579,                0.71268,                 1.3507,                   1.11,                 1.7496,              1.684e-05,              1.684e-05,              1.684e-05
                     86,                 1.2629,                 1.0933,                 1.6728,                0.90204,                0.77025,                0.83857,                0.71651,                 1.3361,                 1.0913,                 1.7473,              1.585e-05,              1.585e-05,              1.585e-05
                     87,                 1.3448,                 1.1244,                 1.7254,                0.91436,                0.76596,                0.83742,                0.71654,                  1.326,                 1.0948,                 1.7464,              1.486e-05,              1.486e-05,              1.486e-05
                     88,                 1.1707,                 1.0388,                 1.7117,                0.92064,                0.76755,                0.83895,                0.71901,                  1.322,                 1.0874,                 1.7433,              1.387e-05,              1.387e-05,              1.387e-05
                     89,                 1.2065,                 1.0654,                 1.6788,                0.92521,                0.76625,                0.83808,                0.71887,                 1.3142,                 1.0875,                 1.7414,              1.288e-05,              1.288e-05,              1.288e-05
                     90,                 1.1791,                 1.1729,                 1.7694,                0.92439,                0.76437,                0.83849,                0.71771,                 1.3155,                 1.0856,                 1.7403,              1.189e-05,              1.189e-05,              1.189e-05
                     91,                 1.1856,                 1.2051,                 1.7127,                0.91737,                0.77062,                0.83905,                0.71857,                 1.3159,                 1.0999,                 1.7412,               1.09e-05,               1.09e-05,               1.09e-05
                     92,                 1.2116,                 1.0836,                  1.687,                0.91648,                0.77945,                0.83938,                0.71803,                 1.3227,                 1.1009,                 1.7441,               9.91e-06,               9.91e-06,               9.91e-06
                     93,                 1.1862,                 1.1009,                 1.6648,                0.85237,                0.78723,                0.82896,                0.71189,                  1.328,                 1.1092,                 1.7451,               8.92e-06,               8.92e-06,               8.92e-06
                     94,                 1.3052,                 1.1605,                 1.7867,                0.83472,                0.78843,                0.82946,                0.71095,                 1.3394,                 1.1194,                 1.7469,               7.93e-06,               7.93e-06,               7.93e-06
                     95,                 1.1255,                 1.5453,                 1.7496,                0.82361,                0.79801,                0.82885,                0.71053,                 1.3418,                 1.1223,                 1.7469,               6.94e-06,               6.94e-06,               6.94e-06
                     96,                 1.1934,                 1.3331,                 1.6859,                0.81314,                0.80363,                0.81807,                0.69751,                 1.3445,                  1.133,                 1.7474,               5.95e-06,               5.95e-06,               5.95e-06
                     97,                 1.2371,                 1.1126,                 1.6709,                 0.8129,                0.80208,                0.81762,                0.69444,                 1.3443,                 1.1376,                 1.7469,               4.96e-06,               4.96e-06,               4.96e-06
                     98,                 1.2123,                 1.0493,                 1.7068,                0.80787,                0.80271,                0.81741,                0.69119,                 1.3506,                 1.1313,                  1.748,               3.97e-06,               3.97e-06,               3.97e-06
                     99,                 1.2255,                 1.0506,                 1.6979,                0.80739,                0.80162,                0.81778,                0.69329,                 1.3471,                 1.1342,                 1.7484,               2.98e-06,               2.98e-06,               2.98e-06
                    100,                 1.0494,                 1.2198,                 1.6675,                 0.8049,                0.80497,                 0.8176,                0.69323,                 1.3436,                 1.1333,                 1.7485,               1.99e-06,               1.99e-06,               1.99e-06
